author	epoche	genre	title	textPath	label	n_sent	n_tok	n_tok_no_punct	n_adja	n_nn	n_acc	n_dat
Fontane, Theodor	Realismus	prose	Romane/Frau Jenny Treibel	Literatur-Fontane,-Theodor/tg577.txt	not defined	3758	72188	59242	2590	9087	619	1632
Fontane, Theodor	Realismus	prose	Romane/Graf Petöfy	Literatur-Fontane,-Theodor/tg394.txt	not defined	3884	71301	59377	2390	9618	749	1915
Fontane, Theodor	Realismus	prose	Romane/Irrungen, Wirrungen	Literatur-Fontane,-Theodor/tg460.txt	not defined	3881	63180	51495	2053	7688	609	1345
Fontane, Theodor	Realismus	prose	Romane/L'Adultera	Literatur-Fontane,-Theodor/tg371.txt	not defined	3315	53248	43915	1975	6619	532	1169
Fontane, Theodor	Realismus	prose	Romane/Quitt	Literatur-Fontane,-Theodor/tg504.txt	not defined	4510	95845	80088	3157	13182	1047	2593
Fontane, Theodor	Realismus	prose	Romane/Stine	Literatur-Fontane,-Theodor/tg487.txt	not defined	2083	36042	29634	1238	4525	351	846
Fontane, Theodor	Realismus	prose	Romane/Unwiederbringlich	Literatur-Fontane,-Theodor/tg542.txt	not defined	4560	97116	81146	3451	12774	959	2408
Fontane, Theodor	Realismus	prose	Romane/Vor dem Sturm	Literatur-Fontane,-Theodor/tg284.txt	not defined	15770	269000	222814	11439	41138	3030	7584
Fouqué, Caroline de la Motte	not defined	Roman	Der Spanier und der Freiwillige in Paris	droro_e1/Fouque_Caroline_de_la_Motte_Der_Spanier.txt	Romantik_E1	1904	40248	34423	2204	5965	550	1225
Fouqué, Caroline de la Motte	not defined	Roman	Die Frau des Falkensteins	droro_e1/Fouque_Caroline_de_la_Motte_Die_Frau_des_Falkensteins.txt	Romantik_E1	4008	78628	66687	4188	10961	1188	2582
Fouqué, Caroline de la Motte	not defined	Roman	Magie der Natur	droro_kern/Fouque_Caroline_de_la_Motte_Magie_der_Natur.txt	Romantik_Kern	2089	49533	41985	2638	7728	791	1578
Fouqué, Caroline de la Motte	not defined	Roman	Resignation	droro_e1/Fouque_Caroline_de_la_Motte_Resignation.txt	Romantik_E1	11020	167725	138350	6861	22087	2024	4591
Fouqué, Caroline de la Motte	not defined	Roman	Rodrich	droro_e1/Fouque_Caroline_de_la_Motte_Rodrich.txt	Romantik_E1	3475	77628	66383	4658	11639	1068	2681
Fouqué, Friedrich de la Motte	Romantik	Erzählung	Erzählungen/Eine Geschichte vom Galgenmännlein	Literatur-Fouque,-Friedrich-de-la-Motte/tg38.txt	not defined	501	11754	9982	638	1622	178	370
Fouqué, Friedrich de la Motte	Romantik	Erzählung	Erzählungen/Undine	Literatur-Fouque,-Friedrich-de-la-Motte/tg39.txt	not defined	1399	31372	26614	1579	4246	450	1034
Fouqué, Friedrich de la Motte (Pellegrin)	not defined	Roman	Alwin	droro_e1/Fouque_Friedrich_de_la_Motte_Alwin.txt	Romantik_E1	4803	86911	73185	4552	12706	1121	2777
Fouqué, Friedrich de la Motte (Pellegrin)	not defined	Roman	Der Zauberring	droro_e1/Fouque_Friedrich_de_la_Motte_Der_Zauberring.txt	Romantik_E1	6505	154462	128433	9185	23524	2027	5049
Fouqué, Friedrich de la Motte (Pellegrin)	not defined	Roman	Die Fahrten Thiodolfs des Isländers I	droro_e1/Fouque_Friedrich_de_la_Motte_Fahrten_Thiodolfs_Band_I.txt	Romantik_E1	2800	62155	51108	3342	8606	793	1912
Fouqué, Friedrich de la Motte (Pellegrin)	not defined	Roman	Die Fahrten Thiodolfs des Isländers II	droro_e1/Fouque_Friedrich_de_la_Motte_Fahrten_Thiodolfs_Band_II.txt	Romantik_E1	2501	55522	46095	3447	8580	796	1850
Franzos, Karl Emil	Realismus	prose	Erzählungen/Die Juden von Barnow/»Baron Schmule«	Literatur-Franzos,-Karl-Emil/tg53.txt	not defined	200	3564	3012	131	514	38	128
Franzos, Karl Emil	Realismus	prose	Erzählungen/Die Juden von Barnow/Das »Kind der Sühne«	Literatur-Franzos,-Karl-Emil/tg51.txt	not defined	523	7880	6413	340	1221	95	185
Franzos, Karl Emil	Realismus	prose	Erzählungen/Die Juden von Barnow/Das Christusbild	Literatur-Franzos,-Karl-Emil/tg54.txt	not defined	583	9015	7430	439	1278	94	241
Franzos, Karl Emil	Realismus	prose	Erzählungen/Die Juden von Barnow/Der Shylock von Barnow	Literatur-Franzos,-Karl-Emil/tg47.txt	not defined	773	12874	10757	583	1944	140	332
Franzos, Karl Emil	Realismus	prose	Erzählungen/Die Juden von Barnow/Der wilde Starost und die schöne Jütta	Literatur-Franzos,-Karl-Emil/tg50.txt	not defined	419	8553	7235	364	1313	105	229
Franzos, Karl Emil	Realismus	prose	Erzählungen/Die Juden von Barnow/Esterka Regina	Literatur-Franzos,-Karl-Emil/tg52.txt	not defined	839	13505	11123	494	1591	116	305
Franzos, Karl Emil	Realismus	prose	Erzählungen/Die Juden von Barnow/Nach dem höheren Gesetz	Literatur-Franzos,-Karl-Emil/tg48.txt	not defined	879	14300	11827	565	1989	174	366
Franzos, Karl Emil	Realismus	prose	Erzählungen/Die Juden von Barnow/Ohne Inschrift	Literatur-Franzos,-Karl-Emil/tg55.txt	not defined	521	9149	7756	461	1402	88	242
Franzos, Karl Emil	Realismus	prose	Erzählungen/Die Juden von Barnow/Zwei Retter	Literatur-Franzos,-Karl-Emil/tg49.txt	not defined	252	4919	4155	174	751	59	123
Franzos, Karl Emil	Realismus	prose	Erzählungen/Leib Weihnachtskuchen und sein Kind	Literatur-Franzos,-Karl-Emil/tg56.txt	not defined	5430	74701	59173	1855	9055	755	1506
Franzos, Karl Emil	Realismus	prose	Roman/Der Pojaz	Literatur-Franzos,-Karl-Emil/tg4.txt	not defined	11992	174638	138870	5094	23305	1634	3818
Freytag, Gustav	Realismus	prose	Romane/Die Ahnen	Literatur-Freytag,-Gustav/tg134.txt	not defined	33958	715407	598811	26655	123373	10987	26614
Freytag, Gustav	Realismus	prose	Romane/Die verlorene Handschrift	Literatur-Freytag,-Gustav/tg84.txt	not defined	15792	307566	255841	12699	51954	4776	9897
Freytag, Gustav	Realismus	prose	Romane/Soll und Haben	Literatur-Freytag,-Gustav/tg31.txt	not defined	17471	344741	286467	13920	55806	5511	11752
Goethe, Johann Wolfgang	not defined	Roman	Aus meinem Leben. Dichtung und Wahrheit	droro_e2/Goethe_Johann_Wolfgang_Aus_meinem_Leben_Dichtung_und_Wahrheit.txt	Romantik_E2	10798	287813	247532	16124	43484	4132	9236
Goethe, Johann Wolfgang	Klassik	Erzählung	Erzählungen/Briefe aus der Schweiz. Erste Abteilung	Literatur-Goethe,-Johann-Wolfgang-001/tg1651.txt	not defined	270	5691	4795	263	823	72	153
Goethe, Johann Wolfgang	Klassik	Erzählung	Erzählungen/Novelle	Literatur-Goethe,-Johann-Wolfgang-001/tg1652.txt	not defined	377	8455	7092	440	1369	103	271
Goethe, Johann Wolfgang	Klassik	Erzählung	Erzählungen/Unterhaltungen deutscher Ausgewanderten	Literatur-Goethe,-Johann-Wolfgang-001/tg1643.txt	not defined	1636	36520	31218	1627	5427	541	1219
Goethe, Johann Wolfgang	Klassik	Roman	Romane/Die Leiden des jungen Werther	Literatur-Goethe,-Johann-Wolfgang-001/tg1446.txt	not defined	2530	48023	39558	1749	6657	546	1400
Goethe, Johann Wolfgang	Klassik	Roman	Romane/Die Wahlverwandtschaften	Literatur-Goethe,-Johann-Wolfgang-001/tg1450.txt	Romantik_E2	4574	93575	79023	3932	12624	1365	2753
Goethe, Johann Wolfgang	Klassik	Roman	Romane/Wilhelm Meisters Lehrjahre	Literatur-Goethe,-Johann-Wolfgang-001/tg1534.txt	Romantik_E2	10453	229328	193985	9526	32364	3002	7050
Goethe, Johann Wolfgang	Klassik	Roman	Romane/Wilhelm Meisters Wanderjahre	Literatur-Goethe,-Johann-Wolfgang-001/tg1489.txt	Romantik_E2	7732	173850	147154	8404	25494	2287	5190
Günderode, Karoline von	Romantik	prose	Prosa/Geschichte eines Braminen	Literatur-Guenderode,-Karoline-von/tg100.txt	not defined	180	4310	3698	212	770	61	151
Günderode, Karoline von	Romantik	prose	Prosa/Prosa aus dem Nachlaß/[Allerley Gedanken]	Literatur-Guenderode,-Karoline-von/tg108.txt	not defined	37	874	765	32	127	11	25
Hahn-Hahn, Ida Gräfin von	not defined	Roman	Gräfin Faustine	droro_e2/Hahn_Hahn_Ida_Graefin_Faustine.txt	Romantik_E2	5619	97068	78034	3561	13352	1094	2400
Hahn-Hahn, Ida Gräfin von	not defined	Roman	Sibylle	droro_e2/Hahn_Hahn_Ida_Sibylle.txt	Romantik_E2	7727	131377	111327	5605	19440	1759	4090
Haller, Albrecht von	Klassik	prose	Roman/Usong	Literatur-Haller,-Albrecht-von/tg52.txt	not defined	2920	65508	56545	3577	12487	827	2094
Hauff, Wilhelm	Romantik	Erzählung	Erzählungen/Das Bild des Kaisers	Literatur-Hauff,-Wilhelm/tg142.txt	not defined	1577	37030	30582	1761	5361	498	1039
Hauff, Wilhelm	Romantik	Erzählung	Erzählungen/Die Bettlerin vom Pont des Arts	Literatur-Hauff,-Wilhelm/tg104.txt	not defined	2084	43775	36598	1687	5968	579	1227
Hauff, Wilhelm	Romantik	Erzählung	Erzählungen/Jud Süss	Literatur-Hauff,-Wilhelm/tg88.txt	not defined	1401	29115	23727	1201	4286	337	775
Hauff, Wilhelm	Romantik	Erzählung	Erzählungen/Phantasien im Bremer Ratskeller	Literatur-Hauff,-Wilhelm/tg87.txt	not defined	996	20339	16848	935	3108	241	600
Hauff, Wilhelm	not defined	Roman	Mann im Mond	droro_e1/Hauff_Wilhelm_Mann_im_Mond.txt	Romantik_E1	3704	95486	80282	4466	14133	1168	2667
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1826/Die Karawane/Das Märchen vom falschen Prinzen	Literatur-Hauff,-Wilhelm/tg164.txt	not defined	369	9557	8006	390	1494	146	340
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1826/Die Karawane/Die Errettung Fatmes	Literatur-Hauff,-Wilhelm/tg162.txt	not defined	306	7588	6400	255	1105	118	248
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1826/Die Karawane/Die Geschichte von dem Gespensterschiff	Literatur-Hauff,-Wilhelm/tg160.txt	not defined	231	4687	3980	144	699	80	170
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1826/Die Karawane/Die Geschichte von dem kleinen Muck	Literatur-Hauff,-Wilhelm/tg163.txt	not defined	287	7598	6539	323	1180	120	232
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1826/Die Karawane/Die Geschichte von der abgehauenen Hand	Literatur-Hauff,-Wilhelm/tg161.txt	not defined	334	7152	5965	212	1004	104	216
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1826/Die Karawane/Die Geschichte von Kalif Storch	Literatur-Hauff,-Wilhelm/tg159.txt	not defined	253	4672	3873	162	697	51	160
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1826/Märchen als Almanach	Literatur-Hauff,-Wilhelm/tg157.txt	not defined	106	1993	1574	86	289	19	58
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1827/Der Scheik von Alessandria und seine Sklaven/Abner, der Jude, der nichts gesehen hat	Literatur-Hauff,-Wilhelm/tg168.txt	not defined	271	6175	5063	258	949	56	149
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1827/Der Scheik von Alessandria und seine Sklaven/Der Affe als Mensch	Literatur-Hauff,-Wilhelm/tg169.txt	not defined	470	10716	8979	505	1643	155	298
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1827/Der Scheik von Alessandria und seine Sklaven/Der Zwerg Nase	Literatur-Hauff,-Wilhelm/tg167.txt	not defined	635	13425	11097	436	1964	184	412
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1827/Der Scheik von Alessandria und seine Sklaven/Die Geschichte Almansors	Literatur-Hauff,-Wilhelm/tg170.txt	not defined	289	5904	4911	184	889	75	184
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1828/Das Wirtshaus im Spessart/Das kalte Herz. Erste Abteilung	Literatur-Hauff,-Wilhelm/tg174.txt	not defined	479	11000	9207	439	1580	122	342
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1828/Das Wirtshaus im Spessart/Das kalte Herz. Zweite Abteilung	Literatur-Hauff,-Wilhelm/tg177.txt	not defined	566	11932	9786	371	1572	149	292
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1828/Das Wirtshaus im Spessart/Die Höhle von Steenfoll	Literatur-Hauff,-Wilhelm/tg176.txt	not defined	494	11497	9690	487	1768	172	411
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1828/Das Wirtshaus im Spessart/Die Sage vom Hirschgulden	Literatur-Hauff,-Wilhelm/tg173.txt	not defined	381	9194	7649	305	1344	109	272
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1828/Das Wirtshaus im Spessart/Saids Schicksale	Literatur-Hauff,-Wilhelm/tg175.txt	not defined	763	18025	14948	637	2554	273	528
Hauff, Wilhelm	Romantik	Roman	Romane/Lichtenstein	Literatur-Hauff,-Wilhelm/tg4.txt	Romantik_Kern	7503	151344	126224	6512	23010	1952	4602
Hauff, Wilhelm	Romantik	Roman	Romane/Mitteilungen aus den Memoiren des Satan	Literatur-Hauff,-Wilhelm/tg45.txt	Romantik_E1	5145	108246	90036	5031	16327	1356	3129
Heine, Heinrich	not defined	Roman	Aus den Memoiren des Herren von Schnabelewopski	droro_e1/Heine_Heinrich_aus_den_Memoiren.txt	Romantik_E1	952	19222	16316	1137	3235	210	615
Heine, Heinrich	not defined	Roman	Der Rabbi von Bacherach	droro_e1/Heine_Heinrich_Rabbi_von_Bacherach.txt	Romantik_E1	558	15717	13394	1034	2757	153	541
Heyse, Paul	Realismus	prose	Erzählungen/Andrea Delfin	Literatur-Heyse,-Paul/tg565.txt	not defined	1692	32968	28408	1306	5205	519	1146
Heyse, Paul	Realismus	prose	Erzählungen/L' Arrabbiata	Literatur-Heyse,-Paul/tg564.txt	not defined	537	8175	6917	211	1015	120	215
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Dritter Band/Fünfter Abschnitt/[Nachricht aus dem Leben eines bekannten Mannes]	Literatur-Hoffmann,-E.-T.-A./tg121.txt	not defined	142	4912	4178	346	773	59	152
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Dritter Band/Fünfter Abschnitt/Der unheimliche Gast	Literatur-Hoffmann,-E.-T.-A./tg129.txt	not defined	780	19068	15574	1026	2828	271	690
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Dritter Band/Fünfter Abschnitt/Die Brautwahl	Literatur-Hoffmann,-E.-T.-A./tg122.txt	not defined	1035	29306	23994	1668	4352	368	916
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Dritter Band/Sechster Abschnitt/[Der Baron von B.]	Literatur-Hoffmann,-E.-T.-A./tg133.txt	not defined	185	4806	4012	240	726	53	154
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Dritter Band/Sechster Abschnitt/Das Fräulein von Scuderi	Literatur-Hoffmann,-E.-T.-A./tg131.txt	not defined	1186	29440	24294	1357	4472	427	1003
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Dritter Band/Sechster Abschnitt/Spielerglück	Literatur-Hoffmann,-E.-T.-A./tg132.txt	not defined	485	14169	11883	732	2255	186	471
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Erster Band/Erster Abschnitt/[Der Einsiedler Serapion]	Literatur-Hoffmann,-E.-T.-A./tg99.txt	not defined	201	6168	5214	351	955	85	221
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Erster Band/Erster Abschnitt/[Rat Krespel]	Literatur-Hoffmann,-E.-T.-A./tg100.txt	not defined	357	10058	8586	538	1513	144	353
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Erster Band/Erster Abschnitt/[Serapion und das serapiontische Prinzip]	Literatur-Hoffmann,-E.-T.-A./tg101.txt	not defined	71	2154	1767	122	298	28	62
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Erster Band/Erster Abschnitt/Der Dichter und der Komponist	Literatur-Hoffmann,-E.-T.-A./tg103.txt	not defined	396	9694	8144	621	1595	116	308
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Erster Band/Erster Abschnitt/Die Fermate	Literatur-Hoffmann,-E.-T.-A./tg102.txt	not defined	359	8681	7298	462	1228	127	269
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Erster Band/Zweiter Abschnitt/Der Artushof	Literatur-Hoffmann,-E.-T.-A./tg106.txt	not defined	518	12253	10030	692	1734	150	405
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Erster Band/Zweiter Abschnitt/Die Bergwerke zu Falun	Literatur-Hoffmann,-E.-T.-A./tg107.txt	not defined	443	11724	9843	723	1771	153	450
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Erster Band/Zweiter Abschnitt/Ein Fragment aus dem Leben dreier Freunde	Literatur-Hoffmann,-E.-T.-A./tg105.txt	not defined	658	18861	15520	1056	2645	257	541
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Erster Band/Zweiter Abschnitt/Nußknacker und Mausekönig	Literatur-Hoffmann,-E.-T.-A./tg108.txt	not defined	838	24512	20476	1267	3619	240	712
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Vierter Band/Achter Abschnitt/[Die ästhetische Teegesellschaft]	Literatur-Hoffmann,-E.-T.-A./tg142.txt	not defined	32	919	762	58	144	12	20
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Vierter Band/Achter Abschnitt/[Vampirismus]	Literatur-Hoffmann,-E.-T.-A./tg141.txt	not defined	181	5755	4921	355	980	101	204
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Vierter Band/Achter Abschnitt/Der Zusammenhang der Dinge	Literatur-Hoffmann,-E.-T.-A./tg140.txt	not defined	893	23779	19728	1316	3507	307	768
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Vierter Band/Achter Abschnitt/Die Königsbraut	Literatur-Hoffmann,-E.-T.-A./tg143.txt	not defined	830	21998	18592	1335	3558	255	629
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Vierter Band/Siebenter Abschnitt/[Zacharias Werner]	Literatur-Hoffmann,-E.-T.-A./tg137.txt	not defined	172	6040	4993	386	939	65	166
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Vierter Band/Siebenter Abschnitt/Erscheinungen	Literatur-Hoffmann,-E.-T.-A./tg138.txt	not defined	179	5458	4516	294	791	67	183
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Vierter Band/Siebenter Abschnitt/Signor Formica	Literatur-Hoffmann,-E.-T.-A./tg136.txt	not defined	1330	36926	30244	1901	5319	465	1178
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Zweiter Band/Dritter Abschnitt/[Eine Spukgeschichte]	Literatur-Hoffmann,-E.-T.-A./tg112.txt	not defined	106	3093	2573	187	461	33	104
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Zweiter Band/Dritter Abschnitt/Der Kampf der Sänger	Literatur-Hoffmann,-E.-T.-A./tg111.txt	not defined	797	20463	17378	1313	3115	260	738
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Zweiter Band/Dritter Abschnitt/Die Automate	Literatur-Hoffmann,-E.-T.-A./tg113.txt	not defined	307	11363	9751	746	1812	158	379
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Zweiter Band/Dritter Abschnitt/Doge und Dogaresse	Literatur-Hoffmann,-E.-T.-A./tg114.txt	not defined	758	20962	17312	1293	3174	276	763
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Zweiter Band/Vierter Abschnitt/[Alte und neue Kirchenmusik]	Literatur-Hoffmann,-E.-T.-A./tg116.txt	not defined	124	4122	3504	323	755	38	140
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Zweiter Band/Vierter Abschnitt/Das fremde Kind	Literatur-Hoffmann,-E.-T.-A./tg118.txt	not defined	692	18469	15176	911	2518	212	549
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Zweiter Band/Vierter Abschnitt/Meister Martin der Küfner und seine Gesellen	Literatur-Hoffmann,-E.-T.-A./tg117.txt	not defined	991	26013	21458	1373	3620	308	782
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Fantasiestücke in Callots Manier	Literatur-Hoffmann,-E.-T.-A./tg27.txt	not defined	5550	139770	116592	8345	21620	1754	4411
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Klein Zaches	Literatur-Hoffmann,-E.-T.-A./tg84.txt	not defined	1692	41949	34263	2364	6664	579	1291
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Datura fastuosa	Literatur-Hoffmann,-E.-T.-A./tg196.txt	not defined	863	22233	18241	1207	3349	274	691
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Der Elementargeist	Literatur-Hoffmann,-E.-T.-A./tg185.txt	not defined	660	18107	15086	1003	2657	228	563
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Der Feind	Literatur-Hoffmann,-E.-T.-A./tg208.txt	not defined	706	17593	14696	1088	2981	196	601
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Des Vetters Eckfenster	Literatur-Hoffmann,-E.-T.-A./tg203.txt	not defined	461	10929	9203	829	1955	147	342
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Die Doppeltgänger	Literatur-Hoffmann,-E.-T.-A./tg187.txt	not defined	791	20664	17043	1233	3386	252	680
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Die Geheimnisse	Literatur-Hoffmann,-E.-T.-A./tg178.txt	not defined	596	14532	12106	786	2285	189	461
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Die Genesung	Literatur-Hoffmann,-E.-T.-A./tg205.txt	not defined	135	3421	2853	219	577	49	118
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Die Irrungen	Literatur-Hoffmann,-E.-T.-A./tg171.txt	not defined	635	17043	14047	936	2651	224	593
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Die Marquise de la Pivardiere	Literatur-Hoffmann,-E.-T.-A./tg170.txt	not defined	493	12945	10862	547	2029	181	388
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Die Räuber	Literatur-Hoffmann,-E.-T.-A./tg186.txt	not defined	642	16596	13822	893	2530	210	564
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Haimatochare	Literatur-Hoffmann,-E.-T.-A./tg169.txt	not defined	212	4700	3911	294	708	63	141
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Meister Johannes Wacht	Literatur-Hoffmann,-E.-T.-A./tg207.txt	not defined	690	18644	15858	1341	3289	237	631
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Neueste Schicksale eines abenteuerlichen Mannes	Literatur-Hoffmann,-E.-T.-A./tg206.txt	not defined	61	1766	1506	133	277	21	53
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Meister Floh	Literatur-Hoffmann,-E.-T.-A./tg160.txt	not defined	2307	60538	50616	3504	9383	790	1769
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Nachtstücke/Erster Teil/Das Sanctus	Literatur-Hoffmann,-E.-T.-A./tg75.txt	not defined	270	7415	6149	407	1229	83	254
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Nachtstücke/Erster Teil/Der Sandmann	Literatur-Hoffmann,-E.-T.-A./tg72.txt	not defined	667	14784	12217	833	2027	193	444
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Nachtstücke/Erster Teil/Die Jesuiterkirche in G.	Literatur-Hoffmann,-E.-T.-A./tg74.txt	not defined	498	11879	9833	654	1844	155	370
