author	epoche	genre	title	textPath	label	n_sent	n_tok	n_tok_no_punct	n_adja	n_nn	n_acc	n_dat
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/5. Teil/Dissonanzen	Literatur-Saar,-Ferdinand-von/tg332.txt	not defined	228	4414	3745	278	702	66	152
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/6. Teil/Die Familie Worel	Literatur-Saar,-Ferdinand-von/tg334.txt	not defined	430	7062	6053	330	1018	78	220
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/6. Teil/Die Pfründner	Literatur-Saar,-Ferdinand-von/tg348.txt	not defined	1030	15095	12418	678	1820	171	431
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/6. Teil/Hymen	Literatur-Saar,-Ferdinand-von/tg342.txt	not defined	673	9705	8049	399	1161	115	282
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/6. Teil/Sappho	Literatur-Saar,-Ferdinand-von/tg339.txt	not defined	566	9064	7710	432	1126	112	300
Saar, Ferdinand von	Realismus	prose	Erzählungen/Tragik des Lebens/Die Familie Worel	Literatur-Saar,-Ferdinand-von/tg356.txt	not defined	429	7061	6053	330	1017	78	221
Saar, Ferdinand von	Realismus	prose	Erzählungen/Tragik des Lebens/Die Pfründner	Literatur-Saar,-Ferdinand-von/tg371.txt	not defined	1029	15133	12442	679	1824	170	435
Saar, Ferdinand von	Realismus	prose	Erzählungen/Tragik des Lebens/Hymen	Literatur-Saar,-Ferdinand-von/tg364.txt	not defined	690	10138	8419	432	1234	129	298
Saar, Ferdinand von	Realismus	prose	Erzählungen/Tragik des Lebens/Sappho	Literatur-Saar,-Ferdinand-von/tg361.txt	not defined	553	8990	7712	435	1129	113	300
Schiller, Friedrich	Klassik	Erzählung	Erzählungen/[Das philosophische Gespräch aus dem Geisterseher]	Literatur-Schiller,-Friedrich/tg1489.txt	not defined	401	8580	7301	458	1373	103	199
Schiller, Friedrich	Klassik	Erzählung	Erzählungen/Der Geisterseher	Literatur-Schiller,-Friedrich/tg1486.txt	Romantik_E2	2472	45773	38115	1854	6807	563	1424
Schiller, Friedrich	Klassik	Erzählung	Erzählungen/Der Verbrecher aus verlorener Ehre	Literatur-Schiller,-Friedrich/tg1485.txt	not defined	476	8858	7552	353	1474	136	247
Schiller, Friedrich	Klassik	Erzählung	Erzählungen/Merkwürdiges Beispiel einer weiblichen Rache	Literatur-Schiller,-Friedrich/tg1490.txt	not defined	825	15034	12219	423	1985	167	351
Schilling, Friedrich Gustav	not defined	Roman	Die Denkwürdigkeiten des Herrn v. H.	droro_e2/Schilling_Friedrich_Gustav_Die_Denkwuerdigkeiten_des_Herrn_v.txt	Romantik_E2	3724	56073	46197	2451	7964	859	1395
Schlegel, Dorothea	Romantik	Roman	Roman/Florentin	Literatur-Schlegel,-Dorothea/tg4.txt	Romantik_Kern	3401	68287	56784	2814	8920	777	2133
Schlegel, Friedrich	Romantik	Roman	Roman/Lucinde	Literatur-Schlegel,-Friedrich/tg307.txt	Romantik_Kern	1606	34071	29898	2116	5148	383	904
Schopenhauer, Johanna	not defined	Roman	Die Tante	droro_e1/Schopenhauer_Johanna_Die_Tante.txt	Romantik_E1	4901	142471	122549	8283	20714	1731	4927
Schopenhauer, Johanna	not defined	Roman	Gabriele	droro_e1/Schopenhauer_Johanna_Gabriele.txt	Romantik_E1	7027	179392	153608	10263	26485	2114	6663
Schopenhauer, Johanna	not defined	Roman	Leontine und Natalie	droro_e1/Schopenhauer_Johanna_Leontine_und_Natalie.txt	Romantik_E1	1749	47452	39997	2329	6533	529	1728
Schopenhauer, Johanna	not defined	Roman	Richard Wood	droro_e1/Schopenhauer_Johanna_Richard_Wood.txt	Romantik_E1	5747	131188	112297	7598	19186	1586	4584
Spielhagen, Friedrich	Realismus	prose	Romane/Faustulus	Literatur-Spielhagen,-Friedrich/tg221.txt	not defined	5684	83180	68271	3525	11470	1023	2387
Spielhagen, Friedrich	Realismus	prose	Romane/Hammer und Amboß	Literatur-Spielhagen,-Friedrich/tg120.txt	not defined	14232	324305	271099	14267	44351	4166	10063
Spielhagen, Friedrich	Realismus	prose	Romane/Problematische Naturen. Erste Abtheilung	Literatur-Spielhagen,-Friedrich/tg4.txt	not defined	11581	225448	190720	10350	32164	2896	6880
Spielhagen, Friedrich	Realismus	prose	Romane/Problematische Naturen. Zweite Abtheilung (Durch Nacht zum Licht)	Literatur-Spielhagen,-Friedrich/tg66.txt	not defined	10138	199149	169192	9141	30120	2678	6620
Spielhagen, Friedrich	Realismus	prose	Romane/Zum Zeitvertreib	Literatur-Spielhagen,-Friedrich/tg192.txt	not defined	4306	67433	57031	3069	9517	831	1998
Spindler, Karl	not defined	Roman	Der Jesuit	droro_e2/Spindler_Carl_Der_Jesuit.txt	Romantik_E2	8655	145172	117156	6193	23891	1621	4363
Spindler, Karl	not defined	Roman	Der Jude	droro_e1/Spindler_Carl_Der_Jude.txt	Romantik_E1	16309	326489	262247	13648	52739	3659	9848
Spindler, Karl	not defined	Roman	Der Vogelhändler von Imst	droro_e1/Spindler_Carl_Der_Vogelhaendler.txt	Romantik_E1	15827	269043	214015	10276	39150	2495	7248
Spindler, Karl	not defined	Roman	Putsch & Comp. I	droro_e2/Spindler_Carl_Putsch_und_Comp_I.txt	Romantik_E2	3582	65363	53257	2428	10436	650	1787
Spindler, Karl	not defined	Roman	Putsch & Comp. II	droro_e2/Spindler_Carl_Putsch_und_Comp_II.txt	Romantik_E2	3236	61127	50263	2229	9493	644	1900
Spindler, Karl	not defined	Roman	Putsch & Comp. III	droro_e2/Spindler_Carl_Putsch_und_Comp_III.txt	Romantik_E2	2792	60305	50183	2260	8733	690	1870
Spindler, Karl	not defined	Roman	Putsch & Comp. IV	droro_e2/Spindler_Carl_Putsch_und_Comp_IV.txt	Romantik_E2	3135	61853	51614	2418	9763	670	1979
Stifter, Adalbert	Realismus	prose	Erzählungen/Bunte Steine/Bergkristall	Literatur-Stifter,-Adalbert/tg139.txt	not defined	760	20578	17545	807	3155	303	679
Stifter, Adalbert	Realismus	prose	Erzählungen/Bunte Steine/Bergmilch	Literatur-Stifter,-Adalbert/tg141.txt	not defined	431	11426	9726	411	1858	154	365
Stifter, Adalbert	Realismus	prose	Erzählungen/Bunte Steine/Granit	Literatur-Stifter,-Adalbert/tg136.txt	not defined	502	14145	12057	502	2236	195	539
Stifter, Adalbert	Realismus	prose	Erzählungen/Bunte Steine/Kalkstein	Literatur-Stifter,-Adalbert/tg137.txt	not defined	1005	25363	21800	921	3818	371	888
Stifter, Adalbert	Realismus	prose	Erzählungen/Bunte Steine/Katzensilber	Literatur-Stifter,-Adalbert/tg140.txt	not defined	970	25833	22157	1034	4322	456	888
Stifter, Adalbert	Realismus	prose	Erzählungen/Bunte Steine/Turmalin	Literatur-Stifter,-Adalbert/tg138.txt	not defined	613	16136	13912	622	2483	231	614
Stifter, Adalbert	Realismus	prose	Erzählungen/Der fromme Spruch	Literatur-Stifter,-Adalbert/tg145.txt	not defined	1475	28947	23527	871	4043	386	885
Stifter, Adalbert	Realismus	prose	Erzählungen/Der Kuß von Sentze	Literatur-Stifter,-Adalbert/tg144.txt	not defined	637	11230	9462	415	1696	178	417
Stifter, Adalbert	Realismus	prose	Erzählungen/Der Waldbrunnen	Literatur-Stifter,-Adalbert/tg143.txt	not defined	630	15117	12625	645	2362	183	530
Stifter, Adalbert	Realismus	prose	Erzählungen/Nachkommenschaften	Literatur-Stifter,-Adalbert/tg142.txt	not defined	1069	25146	21148	870	3557	297	848
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Abdias	Literatur-Stifter,-Adalbert/tg99.txt	not defined	1260	38331	33021	1622	5382	554	1350
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Brigitta	Literatur-Stifter,-Adalbert/tg108.txt	not defined	844	22963	19776	952	3266	334	830
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Das alte Siegel	Literatur-Stifter,-Adalbert/tg103.txt	not defined	870	22892	19489	937	3054	311	746
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Das Haidedorf	Literatur-Stifter,-Adalbert/tg72.txt	not defined	354	11431	9717	581	1725	137	340
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Der beschriebene Tännling	Literatur-Stifter,-Adalbert/tg128.txt	not defined	694	17891	15562	925	3016	302	732
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Der Condor	Literatur-Stifter,-Adalbert/tg46.txt	not defined	314	8461	7107	508	1297	126	262
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Der Hagestolz	Literatur-Stifter,-Adalbert/tg113.txt	not defined	2030	47242	39747	1689	6123	723	1457
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Der Hochwald	Literatur-Stifter,-Adalbert/tg77.txt	not defined	1194	37929	31739	1910	5733	481	1044
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Der Waldsteig	Literatur-Stifter,-Adalbert/tg121.txt	not defined	972	25061	21394	944	3376	373	856
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Die Mappe meines Urgroßvaters	Literatur-Stifter,-Adalbert/tg90.txt	not defined	2945	82242	70572	3006	11477	1133	2931
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Die Narrenburg	Literatur-Stifter,-Adalbert/tg85.txt	not defined	1510	41860	35131	1938	5957	516	1198
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Feldblumen	Literatur-Stifter,-Adalbert/tg52.txt	not defined	1767	43887	37196	2065	6045	538	1300
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Zwei Schwestern	Literatur-Stifter,-Adalbert/tg122.txt	not defined	2420	58344	49627	2239	7593	813	2012
Stifter, Adalbert	Realismus	prose	Romane/Der Nachsommer	Literatur-Stifter,-Adalbert/tg4.txt	not defined	11276	288759	248292	11016	44315	4110	10430
Stifter, Adalbert	Realismus	prose	Romane/Witiko	Literatur-Stifter,-Adalbert/tg25.txt	not defined	16686	338046	276662	10086	51366	4472	11821
Storm, Theodor	Realismus	Erzählung	Erzählungen/Aquis Submersus	Literatur-Storm,-Theodor/tg242.txt	not defined	1626	28620	24096	1114	4175	410	1035
Storm, Theodor	Realismus	Erzählung	Erzählungen/Auf dem Staatshof	Literatur-Storm,-Theodor/tg211.txt	not defined	687	12831	10925	605	1941	238	564
Storm, Theodor	Realismus	Erzählung	Erzählungen/Auf der Universität	Literatur-Storm,-Theodor/tg222.txt	not defined	1515	23273	19524	1040	3338	377	864
Storm, Theodor	Realismus	Erzählung	Erzählungen/Beim Vetter Christian	Literatur-Storm,-Theodor/tg238.txt	not defined	597	10209	8563	514	1584	118	344
Storm, Theodor	Realismus	Erzählung	Erzählungen/Bötjer Basch	Literatur-Storm,-Theodor/tg256.txt	not defined	1347	21383	17579	872	3205	278	731
Storm, Theodor	Realismus	Erzählung	Erzählungen/Carsten Curator	Literatur-Storm,-Theodor/tg243.txt	not defined	1548	24072	19864	1079	3461	355	826
Storm, Theodor	Realismus	Erzählung	Erzählungen/Der Herr Etatsrat	Literatur-Storm,-Theodor/tg249.txt	not defined	887	16582	14422	951	2578	228	635
Storm, Theodor	Realismus	Erzählung	Erzählungen/Der Schimmelreiter	Literatur-Storm,-Theodor/tg259.txt	not defined	3023	46863	38317	1675	6755	630	1535
Storm, Theodor	Realismus	Erzählung	Erzählungen/Die Söhne des Senators	Literatur-Storm,-Theodor/tg248.txt	not defined	881	15255	12630	752	2436	184	509
Storm, Theodor	Realismus	Erzählung	Erzählungen/Draußen im Heidedorf	Literatur-Storm,-Theodor/tg234.txt	not defined	765	12296	10261	465	1723	205	428
Storm, Theodor	Realismus	Erzählung	Erzählungen/Eekenhof	Literatur-Storm,-Theodor/tg246.txt	not defined	866	15487	13211	703	2536	228	627
Storm, Theodor	Realismus	Erzählung	Erzählungen/Ein Bekenntnis	Literatur-Storm,-Theodor/tg258.txt	not defined	1241	20648	16756	724	2545	240	612
Storm, Theodor	Realismus	Erzählung	Erzählungen/Ein Doppelgänger	Literatur-Storm,-Theodor/tg257.txt	not defined	1567	24052	19626	841	3288	325	822
Storm, Theodor	Realismus	Erzählung	Erzählungen/Ein Fest auf Haderslevhuus	Literatur-Storm,-Theodor/tg253.txt	not defined	1904	26519	21506	1036	4151	392	883
Storm, Theodor	Realismus	Erzählung	Erzählungen/Ein stiller Musikant	Literatur-Storm,-Theodor/tg239.txt	not defined	771	11769	9810	585	1571	147	403
Storm, Theodor	Realismus	Erzählung	Erzählungen/Eine Halligfahrt	Literatur-Storm,-Theodor/tg233.txt	not defined	576	10046	8491	528	1540	153	397
Storm, Theodor	Realismus	Erzählung	Erzählungen/Eine Malerarbeit	Literatur-Storm,-Theodor/tg231.txt	not defined	666	11220	9340	520	1662	162	409
Storm, Theodor	Realismus	Erzählung	Erzählungen/Es waren zwei Königskinder	Literatur-Storm,-Theodor/tg254.txt	not defined	947	13790	11123	467	1732	199	464
Storm, Theodor	Realismus	prose	Erzählungen/Geschichten aus der Tonne/»Dree to beed«	Literatur-Storm,-Theodor/tg263.txt	not defined	24	441	357	19	51	8	14
Storm, Theodor	Realismus	Erzählung	Erzählungen/Geschichten aus der Tonne/Das Märchen von den drei Spinnfrauen	Literatur-Storm,-Theodor/tg261.txt	not defined	76	1596	1328	56	215	13	54
Storm, Theodor	Realismus	Erzählung	Erzählungen/Geschichten aus der Tonne/Se dohn sick wat to gude	Literatur-Storm,-Theodor/tg262.txt	not defined	60	1141	937	24	168	11	25
Storm, Theodor	Realismus	Erzählung	Erzählungen/Hans und Heinz Kirch	Literatur-Storm,-Theodor/tg250.txt	not defined	1729	27269	22690	1083	3858	384	999
Storm, Theodor	Realismus	Erzählung	Erzählungen/Im Brauerhause	Literatur-Storm,-Theodor/tg247.txt	not defined	634	11060	9477	390	1550	168	312
Storm, Theodor	Realismus	Erzählung	Erzählungen/Im Nachbarhause links	Literatur-Storm,-Theodor/tg241.txt	not defined	700	11338	9374	631	1653	125	350
Storm, Theodor	Realismus	Erzählung	Erzählungen/Im Saal	Literatur-Storm,-Theodor/tg199.txt	not defined	169	2406	2020	134	368	40	62
Storm, Theodor	Realismus	Erzählung	Erzählungen/Im Schloß	Literatur-Storm,-Theodor/tg216.txt	not defined	1080	17667	14875	905	2726	265	681
Storm, Theodor	Realismus	Erzählung	Erzählungen/Immensee	Literatur-Storm,-Theodor/tg200.txt	not defined	899	11547	9504	459	1586	203	393
Storm, Theodor	Realismus	Erzählung	Erzählungen/In St. Jürgen	Literatur-Storm,-Theodor/tg232.txt	not defined	902	15089	12885	635	2274	247	577
Storm, Theodor	Realismus	Erzählung	Erzählungen/John Riew'	Literatur-Storm,-Theodor/tg255.txt	not defined	1451	22592	18189	737	2873	275	671
Storm, Theodor	Realismus	Erzählung	Erzählungen/Marthe und ihre Uhr	Literatur-Storm,-Theodor/tg198.txt	not defined	140	2320	1983	123	373	29	66
Storm, Theodor	Realismus	Erzählung	Erzählungen/Pole Poppenspäler	Literatur-Storm,-Theodor/tg236.txt	not defined	1290	21011	17410	889	3064	289	785
Storm, Theodor	Realismus	Erzählung	Erzählungen/Psyche	Literatur-Storm,-Theodor/tg240.txt	not defined	848	12269	10011	612	1806	148	402
Storm, Theodor	Realismus	Erzählung	Erzählungen/Renate	Literatur-Storm,-Theodor/tg244.txt	not defined	1263	24114	20425	962	3672	332	883
Storm, Theodor	Realismus	Erzählung	Erzählungen/Schweigen	Literatur-Storm,-Theodor/tg251.txt	not defined	1574	24782	20398	1014	3389	328	866
Storm, Theodor	Realismus	Erzählung	Erzählungen/Veronika	Literatur-Storm,-Theodor/tg212.txt	not defined	318	5003	4168	224	786	70	193
Storm, Theodor	Realismus	Erzählung	Erzählungen/Viola tricolor	Literatur-Storm,-Theodor/tg235.txt	not defined	880	11984	9674	502	1631	180	394
Storm, Theodor	Realismus	Erzählung	Erzählungen/Waldwinkel	Literatur-Storm,-Theodor/tg237.txt	not defined	1437	20799	17009	890	2970	332	717
Storm, Theodor	Realismus	Erzählung	Erzählungen/Zur Chronik von Grieshuus	Literatur-Storm,-Theodor/tg252.txt	not defined	2233	35847	29857	1345	5681	491	1277
Storm, Theodor	Realismus	Erzählung	Erzählungen/Zur Wald- und Wasserfreude	Literatur-Storm,-Theodor/tg245.txt	not defined	1390	21040	17418	929	2993	280	735
Storm, Theodor	Realismus	Märchen	Märchen und Spukgeschichten/Am Kamin	Literatur-Storm,-Theodor/tg277.txt	not defined	503	9474	7882	460	1448	125	371
Storm, Theodor	Realismus	Märchen	Märchen und Spukgeschichten/Bulemanns Haus	Literatur-Storm,-Theodor/tg281.txt	not defined	436	7906	6763	422	1349	126	316
Storm, Theodor	Realismus	Märchen	Märchen und Spukgeschichten/Der kleine Häwelmann	Literatur-Storm,-Theodor/tg265.txt	not defined	105	1500	1185	80	199	17	35
Storm, Theodor	Realismus	Märchen	Märchen und Spukgeschichten/Der Spiegel des Cyprianus	Literatur-Storm,-Theodor/tg282.txt	not defined	580	9413	7843	445	1593	142	366
Storm, Theodor	Realismus	Märchen	Märchen und Spukgeschichten/Die Regentrude	Literatur-Storm,-Theodor/tg280.txt	not defined	719	10992	8927	431	1476	162	319
Storm, Theodor	Realismus	Märchen	Märchen und Spukgeschichten/Hans Bär	Literatur-Storm,-Theodor/tg276.txt	not defined	129	3640	3211	164	517	65	121
Storm, Theodor	Realismus	Märchen	Märchen und Spukgeschichten/Hinzelmeier	Literatur-Storm,-Theodor/tg266.txt	not defined	556	9181	7618	313	1454	173	322
Tieck, Ludwig	not defined	Roman	Der Alte vom Berge	droro_e1/Tieck_Ludwig_Der_Alte_vom_Berge.txt	Romantik_E1	1535	38090	32177	1605	5504	383	1042
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Der Aufruhr in den Cevennen	Literatur-Tieck,-Ludwig/tg955.txt	not defined	3941	91761	75446	3711	13538	974	2635
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Der fünfzehnte November	Literatur-Tieck,-Ludwig/tg961.txt	not defined	970	21426	17951	906	3009	230	589
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Der Geheimnisvolle	Literatur-Tieck,-Ludwig/tg953.txt	not defined	1844	37433	31649	1638	5278	461	1044
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Der Hexen-Sabbath	Literatur-Tieck,-Ludwig/tg962.txt	not defined	3509	81714	69080	3419	12582	844	2260
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Des Lebens Überfluß	Literatur-Tieck,-Ludwig/tg963.txt	not defined	999	21533	17793	969	3029	214	570
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Dichterleben (Erster Teil)	Literatur-Tieck,-Ludwig/tg959.txt	not defined	1642	39064	31941	1827	5566	371	1110
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Dichterleben (Zweiter Teil)	Literatur-Tieck,-Ludwig/tg960.txt	not defined	2088	57431	47654	2515	8438	555	1567
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Die beiden merkwürdigsten Tage aus Siegmunds Leben	Literatur-Tieck,-Ludwig/tg901.txt	not defined	340	8732	7449	446	1311	107	289
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Die Gemälde	Literatur-Tieck,-Ludwig/tg952.txt	not defined	1353	30725	25481	1521	4407	342	852
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Die Geschichte von den Haimonskindern	Literatur-Tieck,-Ludwig/tg902.txt	not defined	690	18339	15701	497	2497	282	529
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Die Gesellschaft auf dem Lande	Literatur-Tieck,-Ludwig/tg954.txt	not defined	1693	39961	32725	1751	5633	357	1105
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Die Märchen aus dem Phantasus/Der blonde Eckbert	Literatur-Tieck,-Ludwig/tg925.txt	not defined	312	7498	6457	273	983	93	276
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Die Märchen aus dem Phantasus/Der getreue Eckart und Der Tannenhäuser	Literatur-Tieck,-Ludwig/tg926.txt	not defined	507	10358	8786	414	1559	125	376
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Die Märchen aus dem Phantasus/Der Pokal	Literatur-Tieck,-Ludwig/tg951.txt	not defined	311	6810	5651	301	954	78	221
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Die Märchen aus dem Phantasus/Der Runenberg	Literatur-Tieck,-Ludwig/tg929.txt	not defined	363	8995	7691	453	1403	121	349
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Die Märchen aus dem Phantasus/Die Elfen	Literatur-Tieck,-Ludwig/tg950.txt	not defined	379	8564	7137	409	1201	92	312
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Die Märchen aus dem Phantasus/Liebesgeschichte der schönen Magelone und des Grafen Peter von Provence	Literatur-Tieck,-Ludwig/tg931.txt	not defined	816	16161	13815	765	2500	255	568
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Die Märchen aus dem Phantasus/Liebeszauber	Literatur-Tieck,-Ludwig/tg930.txt	not defined	479	10829	9033	526	1603	117	371
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Peter Lebrecht	Literatur-Tieck,-Ludwig/tg863.txt	not defined	2006	47415	40526	2096	6703	676	1489
Tieck, Ludwig	Romantik	Roman	Romane/Der junge Tischlermeister	Literatur-Tieck,-Ludwig/tg814.txt	Romantik_E1	6176	150757	125513	6805	20782	1469	4335
Tieck, Ludwig	Romantik	Roman	Romane/Franz Sternbalds Wanderungen	Literatur-Tieck,-Ludwig/tg778.txt	Romantik_Kern	5202	122087	102534	5190	17069	1331	3802
Tieck, Ludwig	Romantik	Roman	Romane/Geschichte des Herrn William Lovell	Literatur-Tieck,-Ludwig/tg500.txt	Romantik_Kern	8479	187484	159950	7751	23724	2289	5623
Tieck, Ludwig	Romantik	Roman	Romane/Vittoria Accorombona	Literatur-Tieck,-Ludwig/tg825.txt	Romantik_E1	5145	122945	102016	5954	17849	1242	3712
Tieck, Ludwig	not defined	Roman	Wunderlichkeiten	droro_e1/Tieck_Ludwig_Wunderlichkeiten.txt	Romantik_E1	1663	36354	30964	1624	5126	383	1007
Unger, Friederike Helene	Romantik	prose	Romane/Albert und Albertine	Literatur-Unger,-Friederike-Helene/tg10.txt	Romantik_E2	3220	54425	44679	2710	8192	612	1539
Unger, Friederike Helene	Romantik	prose	Romane/Bekenntnisse einer schönen Seele	Literatur-Unger,-Friederike-Helene/tg45.txt	Romantik_E2	2431	57477	49421	2109	8208	810	1811
Unger, Friederike Helene	Romantik	prose	Romane/Julchen Grünthal	Literatur-Unger,-Friederike-Helene/tg4.txt	Romantik_E2	6725	117450	97835	5696	16944	1458	3362
Vulpius, Christian August	not defined	Roman	Rinaldo Rinaldini der Räuberhauptmann	droro_kern/Vulpius_Christian_August_Rinaldo_Rinaldini,_der_Raeuberhauptmann.txt	Romantik_Kern	16580	175379	140215	4489	23064	2120	4499
Wackenroder, Wilhelm Heinrich	Romantik	other	Schriften und Dichtungen/Herzensergießungen eines kunstliebenden Klosterbruders	Literatur-Wackenroder,-Wilhelm-Heinrich/tg4.txt	not defined	1427	36610	31581	2488	5796	474	1295
Wackenroder, Wilhelm Heinrich	Romantik	other	Schriften und Dichtungen/Phantasien über die Kunst für Freunde der Kunst	Literatur-Wackenroder,-Wilhelm-Heinrich/tg25.txt	not defined	1213	37804	32268	2795	6471	463	1319
Waiblinger, Wilhelm	not defined	Roman	Phaeton	droro_e1/Waiblinger_Wilhelm_Phaeton.txt	Romantik_E1	3759	50139	42425	2903	8822	621	1594
Wieland, Christoph Martin	Klassik	Roman	Romane/Aristipp und einige seiner Zeitgenossen	Literatur-Wieland,-Christoph-Martin/tg467.txt	not defined	11282	337068	290070	18377	51713	4073	9843
Wieland, Christoph Martin	Klassik	Roman	Romane/Der goldene Spiegel	Literatur-Wieland,-Christoph-Martin/tg272.txt	not defined	4951	142435	121942	8506	25228	1548	4085
Wieland, Christoph Martin	Klassik	Roman	Romane/Die Abenteuer des Don Sylvio von Rosalva	Literatur-Wieland,-Christoph-Martin/tg305.txt	not defined	4804	144259	123272	6371	19499	1544	3912
Wieland, Christoph Martin	Klassik	Roman	Romane/Geschichte der Abderiten	Literatur-Wieland,-Christoph-Martin/tg376.txt	not defined	5105	125370	106035	6105	20012	1373	3402
Wieland, Christoph Martin	Klassik	Roman	Romane/Geschichte des Agathon	Literatur-Wieland,-Christoph-Martin/tg179.txt	not defined	6187	186938	160341	9865	29649	2329	5266
Wieland, Christoph Martin	Klassik	Roman	Romane/Peregrinus Proteus	Literatur-Wieland,-Christoph-Martin/tg444.txt	not defined	4203	125175	107836	6857	20025	1695	4199
Wobeser, Wilhelmine Karoline von	not defined	Roman	Elisa	droro_e2/Wobeser_Wilhelmine_Karoline_von_Elisa.txt	Romantik_E2	6350	90633	74554	2430	12963	955	2393
Wolzogen, Caroline von	not defined	Roman	Agnes von Lilien	droro_e1/Wolzogen_Caroline_von_Agnes_von_Lilien.txt	Romantik_E1	4735	93095	80272	5394	15982	1422	3304
Zschokke, Heinrich	not defined	Roman	Addrich im Moos	droro_e1/Zschokke_Heinrich_Addrich.txt	Romantik_E1	8143	128198	104996	5635	21320	1545	4130
Zschokke, Heinrich	not defined	Roman	Das Goldmacherdorf	droro_e1/Zschokke_Heinrich_Das_Goldmacherdorf.txt	Romantik_E1	2843	49923	42469	1870	8378	586	1575
Zschokke, Heinrich	not defined	Roman	Der Flüchtling im Jura	droro_e1/Zschokke_Heinrich_Der_Fluechtling.txt	Romantik_E1	3039	45459	38303	2083	7476	549	1528
Zschokke, Heinrich	not defined	Roman	Die Rose von Disentis	droro_e2/Zschokke_Heinrich_Die_Rose_von_Disentis.txt	Romantik_E2	5934	91333	76055	4562	15589	979	2999
